CEO,Ticker,Sector,Quarter,Year,Date,CEOScore,AnalystScore,OtherExecScore,CEO_Word_Count,Analyst_Word_Count,OtherExec_Word_Count,CEO_Sent_Count,Analyst_Sent_Count,OtherExec_Sent_Count,CEO_Pos_Fin,CEO_Neg_Fin,CEO_Fin_Score1,CEO_Fin_Score2,Openness_Raw,Concientiousness_Raw,Extraversion_Raw,Agreeableness_Raw,Neuroticism_Raw,Openness_Percentile,Concientiousness_Percentile,Extraversion_Percentile,Agreeableness_Percentile,Neuroticism_Percentile
Leslie Moonves,CBS,Communication Services,Q3,2015,11/3/2015 22:29,0.158,0.205,0.178,2771,2307,2059,134,156,123,4,3,1.333333333,0.142857143,0.823915389,0.677737564,0.591525574,0.752082806,0.519198181,0.990797814,0.856630196,0.818068127,0.598178412,0.821076325
Leslie Moonves,CBS,Communication Services,Q4,2015,2/12/2016 21:07,0.13,0.13,0.116,2424,2222,1639,132,121,99,2,3,0.666666667,-0.2,0.810370576,0.665829188,0.560367436,0.720819545,0.515767275,0.973390202,0.791024329,0.583081695,0.295367236,0.804722831
Neil Smit,CMCSA,Communication Services,Q2,2014,7/22/2014 14:33,0.136,0.156,0.138,972,1431,2516,46,94,119,1,2,0.5,-0.333333333,0.800919557,0.643084705,0.540587056,0.679096538,0.509607201,0.949196601,0.62639828,0.40769108,0.056223827,0.773172819
Neil Smit,CMCSA,Communication Services,Q3,2014,10/23/2014 15:38,0.173,0.138,0.173,1633,1310,3607,67,71,152,2,2,1,0,0.799789571,0.667891626,0.550099711,0.675251871,0.529646624,0.945391261,0.803502942,0.491896888,0.046091114,0.865381987
Neil Smit,CMCSA,Communication Services,Q4,2014,2/24/2015 12:34,0.098,0.089,0.143,405,1439,3254,13,61,107,3,0,inf,1,0.779698983,0.660493734,0.590965374,0.6792434,0.512223462,0.834586628,0.756655972,0.814732985,0.056643209,0.786910578
Neil Smit,CMCSA,Communication Services,Q1,2015,5/4/2015 7:30,0.137,0.13,0.176,851,1306,3619,38,73,165,0,3,0,-1,0.773464379,0.64952788,0.563463217,0.65693627,0.530652662,0.781471323,0.677411799,0.6099386,0.015987857,0.869211188
Neil Smit,CMCSA,Communication Services,Q2,2015,7/23/2015 13:15,0.121,0.16,0.183,772,1213,3253,30,60,149,1,0,inf,1,0.791263796,0.653281959,0.538589307,0.672867546,0.531275081,0.909009281,0.705733304,0.390407418,0.040581879,0.871542193
Brian Roberts,CMCSA,Communication Services,Q3,2015,10/27/2015 13:15,0.166,0.085,0.131,1361,1218,1964,56,53,93,1,0,inf,1,0.813397512,0.669068935,0.573528744,0.714168603,0.528999938,0.978716987,0.810419203,0.693123732,0.240382682,0.862880316
Stephen B. Burke,CMCSA,Communication Services,Q4,2015,2/3/2016 13:45,0.15,0.193,0.169,776,1939,3601,32,113,176,2,0,inf,1,0.817569243,0.682048609,0.590811132,0.706926728,0.550317474,0.984559738,0.876513281,0.813808088,0.187475728,0.929423615
Stephen B. Burke,CMCSA,Communication Services,Q1,2016,4/27/2016 14:27,0.141,0.179,0.144,1363,2307,3623,54,138,191,9,0,inf,1,0.795036473,0.649666867,0.58302846,0.71419378,0.519756767,0.926866661,0.678480305,0.763501042,0.24057978,0.823654849
Stephen B. Burke,CMCSA,Communication Services,Q2,2016,7/27/2016 12:23,0.115,0.192,0.154,2357,2233,3267,111,131,170,8,0,inf,1,0.812033471,0.644816465,0.585300853,0.699932602,0.523853094,0.976439965,0.640374022,0.778914825,0.143852565,0.841840266
Thomas E. Jorden,XEC,Energy,Q2,2014,8/6/2014 19:30,0.147,0.117,0.151,2491,1895,3618,129,97,179,3,2,1.5,0.2,0.80087788,0.683266165,0.523200902,0.715268713,0.505579646,0.949060102,0.881761182,0.266607255,0.249076245,0.751079354
Thomas E. Jorden,XEC,Energy,Q3,2014,11/5/2014 17:02,0.12,0.09,0.142,1952,1995,3995,107,83,199,1,2,0.5,-0.333333333,0.797929762,0.665680815,0.543712574,0.73369374,0.49369736,0.938641365,0.790108965,0.435083425,0.415300813,0.679787908
Thomas E. Jorden,XEC,Energy,Q4,2014,2/18/2015 21:35,0.13,0.2,0.136,2606,2810,3206,112,141,151,1,6,0.166666667,-0.714285714,0.805663576,0.695656053,0.575406885,0.738941484,0.52640573,0.962926384,0.926398408,0.707746314,0.467352598,0.852526794
Thomas E. Jorden,XEC,Energy,Q1,2015,5/5/2015 11:00,0.145,0.173,0.131,1952,2455,3614,80,144,152,1,3,0.333333333,-0.5,0.805923583,0.686303764,0.59046461,0.763553835,0.51264065,0.963581255,0.894160938,0.811719777,0.704428765,0.78905543
Thomas E. Jorden,XEC,Energy,Q2,2015,8/5/2015 17:39,0.158,0.134,0.135,2101,2143,5017,96,126,233,2,2,1,0,0.811880838,0.698392511,0.592164048,0.764272185,0.53796182,0.97617287,0.934242221,0.821823175,0.710638439,0.894775192
Tom Jorden,XEC,Energy,Q4,2015,2/17/2016 15:59,0.154,0.155,0.153,2070,1721,3472,108,91,153,4,5,0.8,-0.111111111,0.800571805,0.695239448,0.547728027,0.720028748,0.506130843,0.948048688,0.925143965,0.470719421,0.288536929,0.754169105
Thomas E. Jorden,XEC,Energy,Q1,2016,5/5/2016 11:00,0.177,0.158,0.153,2917,1739,3867,124,96,160,2,2,1,0,0.812824499,0.678774843,0.585361103,0.722972776,0.520170469,0.977784178,0.861601105,0.779315522,0.314331734,0.825549331
Thomas E. Jorden,XEC,Energy,Q2,2016,8/4/2016 20:37,0.19,0.242,0.151,3109,2089,5322,136,116,211,4,2,2,0.333333333,0.815612712,0.688067342,0.588640189,0.738043774,0.525269135,0.982017685,0.900913845,0.800488345,0.458383212,0.847829707
Richard Gonzalez,ABBV,Health Care,Q1,2014,4/25/2014 14:43,0.148,0.105,0.142,2322,171,3890,88,8,150,7,3,2.333333333,0.4,0.822392169,0.64372547,0.545343175,0.724445137,0.497771446,0.989546809,0.631589948,0.449507672,0.327591841,0.70518683
Rick Gonzalez,ABBV,Health Care,Q3,2014,10/31/2014 15:28,0.169,0,0.164,3698,0,3568,161,0,219,7,0,inf,1,0.81505109,0.667152396,0.568834149,0.721143926,0.516504696,0.98122513,0.799083118,0.655244907,0.298190346,0.808312306
Rick Gonzalez,ABBV,Health Care,Q4,2014,1/30/2015 15:43,0.132,0.118,0.143,3169,1556,1441,126,65,67,6,0,inf,1,0.845675047,0.668790482,0.562865833,0.720173033,0.507381993,0.998812896,0.808797066,0.604792523,0.289777588,0.761105382
Rick Gonzalez,ABBV,Health Care,Q1,2015,4/23/2015 17:29,0.133,0.095,0.123,4462,1601,1617,162,59,72,8,6,1.333333333,0.142857143,0.818828675,0.665153432,0.552359207,0.70330009,0.527371489,0.986027455,0.786836338,0.512094756,0.163922826,0.856440751
Richard Gonzalez,ABBV,Health Care,Q2,2015,7/24/2015 14:16,0.132,0.164,0.155,2861,2241,901,119,114,73,8,2,4,0.6,0.830686801,0.664149296,0.51700322,0.699448563,0.523915965,0.994907325,0.780523653,0.223031609,0.141110127,0.842109432
Richard Gonzalez,ABBV,Health Care,Q3,2015,10/30/2015 19:37,0.132,0.2,0.105,5047,1769,1631,158,85,72,6,10,0.6,-0.25,0.820974358,0.647422405,0.5380678,0.702055877,0.523856199,0.988251717,0.661050266,0.385929485,0.156305189,0.841853568
Richard A. Gonzalez,ABBV,Health Care,Q4,2015,1/29/2016 13:49,0.112,0.177,0.135,4057,1896,2355,180,116,146,9,5,1.8,0.285714286,0.83194944,0.667447857,0.545556195,0.717724796,0.523066436,0.995459908,0.800856778,0.451397396,0.269073205,0.838446969
Richard A. Gonzalez,ABBV,Health Care,Q1,2016,4/29/2016 1:35,0.145,0.134,0.182,5233,1723,2390,214,90,138,15,7,2.142857143,0.363636364,0.840092183,0.673081085,0.540899225,0.720067078,0.525528886,0.997908785,0.832843865,0.41040907,0.288866276,0.848911812
Richard A. Gonzalez,ABBV,Health Care,Q2,2016,7/29/2016 16:03,0.164,0.157,0.141,4355,1685,2121,181,104,123,16,9,1.777777778,0.28,0.824844449,0.63712224,0.541957734,0.710106972,0.500004222,0.991494741,0.577104357,0.419656638,0.209764179,0.718700573
Mike Minogue,ABMD,Health Care,Q4,2013,5/2/2013 8:00,0.154,0.11,0.064,4258,2145,345,111,65,15,9,0,inf,1,0.831641873,0.687464299,0.545774467,0.686384162,0.525104823,0.995330477,0.898641121,0.453334856,0.080163658,0.847142543
Mike Minogue,ABMD,Health Care,Q1,2014,8/1/2013 12:31,0.176,0.134,0.127,2534,1457,89,120,65,5,2,0,inf,1,0.820116671,0.691955991,0.549890339,0.699249804,0.526303401,0.98740246,0.914680038,0.490025552,0.139994342,0.852107933
Michael R. Minogue,ABMD,Health Care,Q2,2014,11/6/2013 10:43,0.143,0.184,0.102,3477,861,234,140,33,16,11,1,11,0.833333333,0.812661775,0.665793552,0.544401638,0.698868705,0.517000508,0.977513072,0.79080469,0.441169468,0.137871758,0.810702849
Mike Minogue,ABMD,Health Care,Q3,2014,1/30/2014 13:09,0.147,0.199,0.069,3637,2175,538,152,139,21,8,4,2,0.333333333,0.824395232,0.679584728,0.536465066,0.688826274,0.521110282,0.991163768,0.865399685,0.372264803,0.089710184,0.8298048
Mike Minogue,ABMD,Health Care,Q4,2014,5/1/2014 8:00,0.097,0.084,0.014,2738,779,141,139,32,5,3,6,0.5,-0.333333333,0.813840139,0.670389692,0.541471855,0.675100156,0.509673837,0.979414669,0.817997411,0.415405963,0.045723528,0.773528808
Michael R. Minogue,ABMD,Health Care,Q1,2015,7/31/2014 13:57,0.143,0.178,0.071,3554,2133,312,152,141,14,7,4,1.75,0.272727273,0.814878616,0.659711809,0.531708923,0.665761639,0.514958901,0.980975849,0.751374459,0.332709177,0.027257757,0.800741414
Michael R. Minogue,ABMD,Health Care,Q2,2015,10/30/2014 15:07,0.168,0,0.157,3667,0,894,161,0,47,10,4,2.5,0.428571429,0.824536292,0.67919363,0.561053541,0.704806632,0.520694256,0.991268893,0.863574357,0.589072183,0.173463561,0.827929307
Michael Minogue,ABMD,Health Care,Q3,2015,1/28/2015 12:57,0.146,0.078,0.099,2848,941,389,97,41,18,6,4,1.5,0.2,0.826762492,0.651550708,0.541963236,0.680895962,0.490109098,0.992788592,0.692814425,0.419704822,0.061533921,0.65669222
Michael R. Minogue,ABMD,Health Care,Q4,2015,5/5/2015 8:00,0.15,0.175,0.121,3132,2237,708,117,132,31,9,0,inf,1,0.810851063,0.688554916,0.552947216,0.688903794,0.529794414,0.97430355,0.902723966,0.517348034,0.090026497,0.865949279
Miles White,ABT,Health Care,Q2,2014,7/16/2014 14:13,0.167,0,0.134,5356,0,1842,204,0,63,10,4,2.5,0.428571429,0.830115783,0.650353044,0.571097565,0.708757153,0.514791947,0.994638325,0.68373374,0.673732124,0.200119743,0.799913074
Miles White,ABT,Health Care,Q3,2014,10/22/2014 15:04,0.18,0.146,0.139,5632,1332,1174,181,50,36,14,5,2.8,0.473684211,0.83086274,0.642073051,0.565387277,0.695767948,0.488410489,0.99498775,0.618155004,0.626378403,0.121417791,0.645544843
Miles White,ABT,Health Care,Q4,2014,1/29/2015 17:14,0.195,0.171,0.185,4304,1637,1193,143,93,38,9,0,inf,1,0.820453014,0.655523126,0.5429481,0.702711405,0.499243481,0.987741631,0.722074108,0.428349341,0.160289091,0.714129937
Miles White,ABT,Health Care,Q1,2015,4/22/2015 14:26,0.165,0.183,0.171,6507,1178,936,192,42,39,12,1,12,0.846153846,0.815861934,0.639384779,0.516917883,0.704126416,0.479382864,0.98236014,0.595997694,0.222461337,0.169112891,0.584404944
Miles D. White,ABT,Health Care,Q2,2015,7/22/2015 16:15,0.173,0.163,0.128,5821,1654,575,268,112,29,9,3,3,0.5,0.818591433,0.635182403,0.546523521,0.71318737,0.493513796,0.98576055,0.560761539,0.459991889,0.232770165,0.67862221
Miles D. White,ABT,Health Care,Q3,2015,10/21/2015 13:03,0.184,0.208,0.117,5456,1457,584,242,93,27,11,4,2.75,0.466666667,0.824166331,0.626654631,0.570772066,0.703608905,0.484271402,0.990990818,0.488057908,0.671098307,0.165850241,0.61787142
Miles White,ABT,Health Care,Q4,2015,1/28/2016 16:20,0.129,0.134,0.164,5773,1213,1235,250,77,68,2,5,0.4,-0.428571429,0.829317671,0.632812364,0.546394101,0.700752442,0.477848162,0.99424119,0.540655632,0.458840844,0.148579105,0.573758328
Miles D. White,ABT,Health Care,Q1,2016,4/20/2016 13:27,0.213,0.165,0.102,3751,1767,1119,165,113,60,12,5,2.4,0.411764706,0.820716906,0.63934927,0.578584829,0.701262392,0.498216493,0.988002174,0.595702782,0.731722044,0.151570867,0.707904211
Miles D. White,ABT,Health Care,Q2,2016,7/20/2016 14:53,0.153,0.131,0.128,6101,1476,850,259,97,49,7,6,1.166666667,0.076923077,0.822916006,0.649993004,0.543121088,0.692084588,0.49336712,0.989992813,0.680981773,0.429871405,0.103729907,0.677689495
Shantanu Narayen,ADBE,Information Technology,Q1,2014,3/18/2014 23:48,0.182,0.162,0.131,2501,2047,965,101,100,42,9,3,3,0.5,0.809159522,0.668066885,0.579430551,0.697878495,0.525139275,0.970967215,0.804542103,0.737931659,0.132459684,0.847286794
Shantanu Narayen,ADBE,Information Technology,Q2,2014,6/17/2014 23:08,0.16,0.176,0.123,2440,5582,897,82,236,47,5,1,5,0.666666667,0.80647672,0.673853807,0.584011462,0.684311046,0.538488498,0.964942945,0.836957923,0.770240334,0.072679801,0.896466764
Shantanu Narayen,ADBE,Information Technology,Q3,2014,9/16/2014 20:42,0.17,0,0.142,3290,0,3111,135,0,126,5,0,inf,1,0.812676909,0.654776345,0.62523808,0.704290823,0.533763099,0.977538403,0.716678615,0.951895188,0.170157966,0.880571264
Shantanu Narayen,ADBE,Information Technology,Q1,2015,3/17/2015 20:53,0.176,0.166,0.079,2880,2450,1394,118,161,73,6,0,inf,1,0.819535141,0.676117327,0.581792597,0.697132773,0.55370003,0.986796861,0.848627035,0.75487603,0.128481758,0.937179069
Shantanu Narayen,ADBE,Information Technology,Q2,2015,6/16/2015 23:49,0.192,0.151,0.148,3137,2050,2420,121,89,115,5,0,inf,1,0.828542584,0.652250735,0.602141293,0.66926547,0.549259522,0.993830743,0.698068258,0.87408634,0.03328389,0.926852624
Shantanu Narayen,ADBE,Information Technology,Q3,2015,9/18/2015 0:21,0.176,0.178,0.158,3589,2740,1521,116,144,67,5,1,5,0.666666667,0.82147131,0.641203497,0.588527075,0.674776075,0.539915652,0.988720687,0.61102637,0.799778972,0.044946214,0.900951086
Shantanu Narayen,ADBE,Information Technology,Q4,2015,12/10/2015 20:22,0.207,0.192,0.116,2951,2515,1355,122,154,83,7,0,inf,1,0.807433703,0.66860472,0.596128658,0.706089997,0.528457328,0.967199996,0.807710186,0.844035103,0.181864056,0.860756899
Shantanu Narayen,ADBE,Information Technology,Q1,2016,3/17/2016 20:02,0.2,0.181,0.103,2944,1606,648,109,81,30,8,0,inf,1,0.824932755,0.664328494,0.595052513,0.684373076,0.536648317,0.991558508,0.781658019,0.838194606,0.072895674,0.890469597
Shantanu Narayen,ADBE,Information Technology,Q2,2016,6/21/2016 23:16,0.177,0.162,0.108,2533,1924,1120,112,110,65,6,0,inf,1,0.818197832,0.663414405,0.607115764,0.696150879,0.539450441,0.985308046,0.77583634,0.895695325,0.123371591,0.899505209
Dan Amos,AFL,Financials,Q4,2013,2/5/2014 12:28,0.09,0.109,0.132,935,1532,5160,38,83,208,1,0,inf,1,0.811880155,0.686850052,0.5615003,0.721974518,0.497968182,0.97617167,0.896287373,0.592961863,0.305474464,0.706389501
Dan Amos,AFL,Financials,Q1,2014,4/30/2014 14:59,0.135,0.125,0.14,3183,1891,3190,120,101,134,10,8,1.25,0.111111111,0.808600368,0.655906242,0.522670995,0.703417006,0.491608337,0.969788136,0.724822524,0.262720211,0.164650818,0.666419576
Dan Amos,AFL,Financials,Q2,2014,7/30/2014 15:27,0.096,0.129,0.127,3166,2007,3095,138,88,126,8,3,2.666666667,0.454545455,0.794633894,0.679153115,0.507367244,0.714319563,0.502147656,0.925099677,0.863384303,0.164053552,0.24156577,0.73138556
Dan Amos,AFL,Financials,Q3,2014,10/29/2014 15:50,0.12,0,0.158,1856,0,5302,74,0,210,3,2,1.5,0.2,0.800838496,0.654977911,0.53828121,0.713473998,0.511783639,0.948930843,0.718139866,0.387760134,0.234979908,0.784635636
Daniel P. Amos,AFL,Financials,Q4,2014,2/4/2015 14:03,0.138,0.165,0.129,2380,2135,4120,106,94,176,5,2,2.5,0.428571429,0.810658615,0.665593394,0.524359755,0.700415079,0.516268384,0.973940928,0.789568531,0.275207951,0.146621712,0.807166456
Dan Amos,AFL,Financials,Q1,2015,4/29/2015 15:52,0.155,0.18,0.136,1929,1961,3960,65,101,124,3,7,0.428571429,-0.4,0.804170896,0.65854925,0.527520641,0.677524416,0.52056363,0.958978273,0.743410449,0.299338997,0.051886317,0.827337719
Dan Paul Amos,AFL,Financials,Q2,2015,7/29/2015 13:15,0.144,0.17,0.15,2495,1770,6146,107,124,278,13,11,1.181818182,0.083333333,0.802662776,0.647834255,0.547881243,0.694916683,0.507898772,0.954649722,0.664275961,0.472085674,0.11715264,0.763938814
Daniel P. Amos,AFL,Financials,Q3,2015,10/28/2015 15:23,0.121,0.164,0.116,1177,2639,5506,49,161,233,1,1,1,0,0.79796616,0.677588573,0.580987337,0.747081093,0.504417449,0.938779449,0.85590641,0.749166419,0.548875222,0.74449749
Daniel P. Amos,AFL,Financials,Q4,2015,2/2/2016 13:57,0.071,0.142,0.127,1549,2266,4276,72,147,167,3,6,0.5,-0.333333333,0.823393407,0.654931372,0.595598078,0.687458468,0.54117131,0.990384722,0.717802808,0.841173105,0.084264144,0.904777604
Don Civgin,ALL,Financials,Q4,2013,2/6/2014 15:50,0.163,0.116,0.127,885,1457,5976,35,67,287,0,5,0,-1,0.826464781,0.662847534,0.589927164,0.705577576,0.554069531,0.992599905,0.772182182,0.80845242,0.178479853,0.937984365
Don Civgin,ALL,Financials,Q1,2014,5/7/2014 9:00,0.165,0.152,0.15,827,1621,4957,32,101,193,2,3,0.666666667,-0.2,0.80015273,0.67850884,0.559069664,0.697587925,0.543105181,0.946638067,0.860337693,0.571698823,0.130899709,0.910456281
Don Civgin,ALL,Financials,Q3,2014,10/30/2014 21:01,0.138,0.139,0.096,1196,3801,2213,57,185,110,1,9,0.111111111,-0.8,0.810703965,0.640328716,0.552154218,0.675139758,0.516180482,0.974026762,0.603816981,0.510262837,0.045819251,0.806739165
Matthew E. Winter,ALL,Financials,Q2,2015,8/4/2015 13:43,0.169,0.201,0.133,1129,1690,3954,49,97,170,4,1,4,0.6,0.82451849,0.663669578,0.586463529,0.68140738,0.519485552,0.991255687,0.777470304,0.786573576,0.063112481,0.822405824
Thomas Joseph Wilson,ALL,Financials,Q3,2015,11/3/2015 14:55,0.103,0.181,0.117,4148,2134,2319,197,130,111,7,5,1.4,0.166666667,0.807142281,0.671464486,0.575397078,0.723987803,0.540047669,0.966525724,0.824022465,0.707670807,0.32344873,0.901358611
Thomas Wilson,ALL,Financials,Q4,2015,2/4/2016 14:48,0.126,0.162,0.139,2644,1179,2451,128,74,93,7,5,1.4,0.166666667,0.790888707,0.672974117,0.54040659,0.73394443,0.525447788,0.907070762,0.832269126,0.406121812,0.417761255,0.848574516
Sean M. Healey,AMG,Financials,Q4,2013,2/4/2014 15:10,0.224,0.113,0.136,2596,1269,2652,92,54,108,3,0,inf,1,0.824222243,0.632244736,0.604917031,0.703264381,0.481209698,0.991033334,0.535822788,0.886500535,0.163700899,0.596997234
Sean M. Healey,AMG,Financials,Q1,2014,4/29/2014 18:20,0.191,0.106,0.129,3413,1794,4425,118,73,159,15,1,15,0.875,0.829804802,0.641395918,0.61686027,0.694751789,0.507881546,0.994486574,0.612607162,0.929997151,0.116338883,0.763844668
Sean Healey,AMG,Financials,Q3,2014,11/3/2014 16:13,0.143,0.067,0.135,3152,1391,2795,96,40,69,5,1,5,0.666666667,0.832989887,0.623310537,0.569468753,0.680598048,0.469588165,0.995874335,0.459522138,0.660468149,0.060628683,0.515723642
Sean Healey,AMG,Financials,Q4,2014,1/27/2015 21:13,0.205,0.125,0.154,4021,1923,7031,161,84,261,8,0,inf,1,0.834385985,0.656294019,0.597091154,0.702129532,0.509346858,0.996377164,0.727590676,0.849139606,0.156749539,0.771778972
Sean Healey,AMG,Financials,Q1,2015,4/29/2015 0:06,0.164,0.183,0.137,3249,1563,2260,144,85,88,6,2,3,0.5,0.833705468,0.65586072,0.588329661,0.676785288,0.517134586,0.996139375,0.724496653,0.798537301,0.0499411,0.811346137
Sean Healey,AMG,Financials,Q2,2015,7/28/2015 16:01,0.185,0.214,0.126,3064,1612,3332,101,94,112,3,1,3,0.5,0.834994592,0.646618642,0.580607755,0.69533816,0.494645458,0.996578602,0.654721083,0.746450817,0.11925094,0.685780269
Sean M. Healey,AMG,Financials,Q3,2015,11/9/2015 12:57,0.242,0.117,0.119,1104,1139,3024,50,59,120,4,0,inf,1,0.808615617,0.682323594,0.631054926,0.738307069,0.534966173,0.969820809,0.877712551,0.963582838,0.461011913,0.884772794
Sean M. Healey,AMG,Financials,Q4,2015,2/2/2016 15:09,0.174,0.157,0.156,2738,1420,3317,112,67,142,2,1,2,0.333333333,0.827409481,0.655666517,0.612612619,0.725638691,0.500037726,0.993184082,0.723104341,0.916296135,0.338503969,0.718901057
James M. Cracchiolo,AMP,Financials,Q1,2015,4/23/2015 13:21,0.118,0.17,0.135,2706,2220,1518,74,92,43,8,4,2,0.333333333,0.827856455,0.684992464,0.565348666,0.704833012,0.52165904,0.993445997,0.888928491,0.626050639,0.173633708,0.832258553
James M. Cracchiolo,AMP,Financials,Q2,2015,7/23/2015 14:57,0.163,0.155,0.149,3864,2158,1187,167,131,56,5,4,1.25,0.111111111,0.812900527,0.655463684,0.573950495,0.728764766,0.505287149,0.977909894,0.721646485,0.696435361,0.36771357,0.749431399
James M. Cracchiolo,AMP,Financials,Q3,2015,10/22/2015 14:19,0.162,0.173,0.119,3163,2846,1096,137,163,45,6,3,2,0.333333333,0.82253236,0.657854427,0.571540799,0.730376918,0.490995061,0.989667836,0.738587964,0.677304697,0.383094884,0.662453571
Jim Cracchiolo,AMP,Financials,Q4,2015,1/28/2016 16:34,0.132,0.155,0.138,4381,2018,1780,164,115,62,6,9,0.666666667,-0.2,0.814515206,0.66501721,0.536705154,0.701900081,0.517887956,0.980441377,0.785986213,0.37430202,0.155368029,0.814935589
Jim Cracchiolo,AMP,Financials,Q1,2016,4/28/2016 16:09,0.108,0.083,0.107,3375,1566,577,120,53,26,3,0,inf,1,0.825822806,0.695073717,0.537311989,0.712687373,0.526774515,0.992178158,0.92464042,0.379466742,0.228943265,0.854029733
James M. Cracchiolo,AMP,Financials,Q2,2016,7/27/2016 13:17,0.094,0.131,0.114,3408,2208,425,121,135,13,5,1,5,0.666666667,0.827050928,0.690030765,0.573505696,0.713859964,0.529104329,0.99296734,0.908055036,0.692942293,0.237973712,0.863286285
Greg Case,AON,Financials,Q2,2014,7/25/2014 17:53,0.192,0.098,0.163,4291,34,3284,152,2,149,12,7,1.714285714,0.263157895,0.816323448,0.645205627,0.590084955,0.713380232,0.497319895,0.98297962,0.643489755,0.809415282,0.234255755,0.70241788
Gregory C. Case,AON,Financials,Q3,2014,10/31/2014 15:20,0.186,0.129,0.163,5557,3631,1901,230,149,80,16,1,16,0.882352941,0.813964006,0.661923894,0.577980365,0.713413647,0.509874415,0.979606408,0.766157043,0.727238922,0.234513673,0.774598447
Greg Case,AON,Financials,Q4,2014,2/6/2015 14:47,0.155,0.184,0.136,2876,1867,1956,118,103,82,5,1,5,0.666666667,0.830260509,0.652294001,0.602193777,0.71323807,0.499364292,0.994707673,0.698391646,0.874329523,0.233160195,0.714858139
Gregory C. Case,AON,Financials,Q1,2015,5/1/2015 8:30,0.201,0.204,0.152,2398,2313,1947,96,148,77,9,3,3,0.5,0.805682146,0.681010325,0.593611427,0.729300028,0.522241391,0.962973473,0.871910922,0.830153165,0.372798311,0.834837471
Gregory C. Case,AON,Financials,Q2,2015,7/31/2015 13:01,0.186,0.208,0.175,4358,2753,1576,178,173,69,9,0,inf,1,0.820639048,0.665075718,0.605715705,0.734976605,0.514755335,0.987925808,0.786351585,0.889905117,0.427924623,0.799731151
Gregory C. Case,AON,Financials,Q3,2015,10/30/2015 13:39,0.18,0.203,0.179,4164,3195,2607,193,216,118,13,4,3.25,0.529411765,0.816817298,0.665766985,0.594849184,0.731778866,0.51782015,0.983621812,0.790640863,0.837075283,0.396623163,0.814614272
Gregory C. Case,AON,Financials,Q4,2015,2/5/2016 13:47,0.155,0.234,0.164,3158,2299,2325,153,142,92,11,4,2.75,0.466666667,0.812236323,0.665846141,0.599444092,0.710690659,0.507306382,0.976791038,0.791128763,0.861145185,0.214017832,0.760689257
Gregory C. Case,AON,Financials,Q1,2016,4/29/2016 14:55,0.163,0.202,0.086,3553,2456,2387,203,168,112,11,0,inf,1,0.824332833,0.666916418,0.616868736,0.738286571,0.50607459,0.991116913,0.797659754,0.930022619,0.460807194,0.753854725
Gregory C. Case,AON,Financials,Q2,2016,7/29/2016 15:43,0.178,0.192,0.126,2638,1746,1190,106,109,53,4,1,4,0.6,0.824231078,0.704019028,0.636718861,0.754953768,0.535088992,0.991040037,0.948320965,0.972621186,0.625838771,0.885195733
Timothy A. Leach,CXO,Energy,Q4,2013,2/20/2014 18:30,0.141,0.097,0.112,4566,3398,205,225,132,16,9,9,1,0,0.819497717,0.626171814,0.552701286,0.685394069,0.496755448,0.986757041,0.483930705,0.51515121,0.076519832,0.698940047
Tim Leach,CXO,Energy,Q1,2014,5/12/2014 10:00,0.161,0.116,0.129,2855,2104,263,135,93,14,6,7,0.857142857,-0.076923077,0.814005813,0.654356014,0.578856458,0.682603156,0.526270019,0.97967078,0.713619788,0.733724489,0.066926397,0.851971117
Timothy A. Leach,CXO,Energy,Q2,2014,8/7/2014 13:30,0.132,0.1,0.116,1809,2011,1040,87,86,63,4,4,1,0,0.811907743,0.613291616,0.524536345,0.68173652,0.494914367,0.976220136,0.375831375,0.276530452,0.064144978,0.687471094
Timothy A. Leach,CXO,Energy,Q4,2014,2/26/2015 13:09,0.165,0.208,0.093,3152,2890,443,173,213,28,2,4,0.5,-0.333333333,0.826160422,0.699998487,0.650063322,0.788563836,0.5590199,0.992402521,0.938534261,0.986785169,0.878251685,0.948013199
Timothy A. Leach,CXO,Energy,Q1,2015,5/5/2015 10:00,0.148,0.172,0,3509,2711,0,191,162,0,1,3,0.333333333,-0.5,0.827264829,0.684603079,0.620506497,0.759047707,0.530207534,0.993097362,0.88733965,0.940321786,0.664156006,0.86752632
Timothy A. Leach,CXO,Energy,Q2,2015,7/30/2015 15:09,0.151,0.183,0.151,3761,4403,1036,190,281,63,8,11,0.727272727,-0.157894737,0.824146289,0.702997675,0.627354753,0.762080241,0.558317782,0.990975535,0.945960638,0.956454625,0.691502555,0.946674689
Timothy A. Leach,CXO,Energy,Q3,2015,11/5/2015 15:00,0.166,0.184,0.07,2628,2587,271,141,161,16,2,2,1,0,0.812597979,0.683219257,0.62110906,0.763078839,0.526929278,0.977406026,0.881561962,0.941906796,0.700289375,0.854657377
Timothy A. Leach,CXO,Energy,Q4,2015,2/25/2016 13:43,0.131,0.147,0.144,1729,3109,1341,87,215,84,0,1,0,-1,0.816668766,0.677995436,0.642418535,0.772067383,0.531019475,0.983430881,0.857877102,0.979745576,0.773774143,0.870588442
F. Thomson Leighton,AKAM,Information Technology,Q1,2014,5/1/2014 16:30,0.157,0.128,0.144,1304,2265,5457,62,101,250,2,0,inf,1,0.805568975,0.665253147,0.595537746,0.708177761,0.535714229,0.962685741,0.787457383,0.840845506,0.196063112,0.887331673
